"label","location_id","feature_set_name"
"HB PUD",228,"zoning"
"MI",228,"zoning"
"MI CD",228,"zoning"
"MI PUD",228,"zoning"
"MQ",228,"zoning"
"NMX",228,"zoning"
"NMX CD",228,"zoning"
"NMX MHD",228,"zoning"
"NMX PUD",228,"zoning"
"OSP",228,"zoning"
"RMX",228,"zoning"
"RMX CD",228,"zoning"
"RMX PUD",228,"zoning"
"RR1",228,"zoning"
"RT",228,"zoning"
"RT MHD",228,"zoning"
"TC",228,"zoning"
"TC CD",228,"zoning"
"UR12",228,"zoning"
"UR12 CD",228,"zoning"
"UR12 MHD",228,"zoning"
"UR12 PUD",228,"zoning"
" ",229,"zoning"
"BAC-GO",229,"zoning"
"C-BAC",229,"zoning"
"C-CC",229,"zoning"
"C-HDR",229,"zoning"
"C-IM",229,"zoning"
"C-LDR",229,"zoning"
"C-MDR",229,"zoning"
"C-NAC",229,"zoning"
"C-OI",229,"zoning"
"C-RT",229,"zoning"
"C-TCR",229,"zoning"
"CM-CU",230,"zoning"
"CX-12",230,"zoning"
"CX-12-CU",230,"zoning"
"CX-12-UG-CU",230,"zoning"
"CX-12-UL",230,"zoning"
"CX-12-UL-CU",230,"zoning"
"CX-20-CU",230,"zoning"
"CX-20-UL-CU",230,"zoning"
"CX-3",230,"zoning"
"CX-3-CU",230,"zoning"
"CX-3-DE",230,"zoning"
"CX-3-GR",230,"zoning"
"CX-3-GR-CU",230,"zoning"
"CX-3-PK",230,"zoning"
"CX-3-PK-CU",230,"zoning"
"CX-3-PL",230,"zoning"
"CX-3-PL-CU",230,"zoning"
"CX-3-SH-CU",230,"zoning"
"CX-3-UG",230,"zoning"
"CX-3-UL",230,"zoning"
"CX-3-UL-CU",230,"zoning"
"CX-4",230,"zoning"
"CX-40-UL-CU",230,"zoning"
"CX-4-CU",230,"zoning"
"CX-4-PL",230,"zoning"
"CX-4-PL-CU",230,"zoning"
"CX-4-UG-CU",230,"zoning"
"CX-4-UL",230,"zoning"
"CX-5",230,"zoning"
"CX-5-CU",230,"zoning"
"CX-5-GR-CU",230,"zoning"
"CX-5-PK",230,"zoning"
"CX-5-PK-CU",230,"zoning"
"CX-5-PL",230,"zoning"
"CX-5-PL-CU",230,"zoning"
"CX-5-SH",230,"zoning"
"CX-5-SH-CU",230,"zoning"
"CX-5-UG",230,"zoning"
"CX-5-UG-CU",230,"zoning"
"CX-5-UL",230,"zoning"
"CX-5-UL-CU",230,"zoning"
"CX-7",230,"zoning"
"CX-7-CU",230,"zoning"
"CX-7-PK",230,"zoning"
"CX-7-PL",230,"zoning"
"CX-7-PL-CU",230,"zoning"
"CX-7-SH",230,"zoning"
"CX-7-SH-CU",230,"zoning"
"CX-7-UG",230,"zoning"
"CX-7-UL",230,"zoning"
"CX-7-UL-CU",230,"zoning"
"DX-12",230,"zoning"
"DX-12-SH",230,"zoning"
"DX-12-SH-CU",230,"zoning"
"DX-12-UG",230,"zoning"
"DX-12-UG-CU",230,"zoning"
"DX-12-UL",230,"zoning"
"DX-12-UL-CU",230,"zoning"
"DX-20",230,"zoning"
"DX-20-CU",230,"zoning"
"DX-20-SH",230,"zoning"
"DX-20-SH-CU",230,"zoning"
"DX-20-UG",230,"zoning"
"DX-20-UG-CU",230,"zoning"
"DX-20-UL-CU",230,"zoning"
"DX-3",230,"zoning"
"DX-30-CU",230,"zoning"
"DX-30-SH-CU",230,"zoning"
"DX-3-CU",230,"zoning"
"DX-3-DE",230,"zoning"
"DX-3-SH",230,"zoning"
"DX-3-UG",230,"zoning"
"DX-3-UG-CU",230,"zoning"
"DX-3-UL",230,"zoning"
"DX-40-CU",230,"zoning"
"DX-40-SH",230,"zoning"
"DX-40-SH-CU",230,"zoning"
"DX-40-UG-CU",230,"zoning"
"DX-4-SH",230,"zoning"
"DX-4-UG",230,"zoning"
"DX-5",230,"zoning"
"DX-5-CU",230,"zoning"
"DX-5-SH",230,"zoning"
"DX-5-UG",230,"zoning"
"DX-5-UG-CU",230,"zoning"
"DX-5-UL",230,"zoning"
"DX-7-SH",230,"zoning"
"DX-7-UG",230,"zoning"
"DX-7-UL",230,"zoning"
"IH-CU",230,"zoning"
"IX-12",230,"zoning"
"IX-3",230,"zoning"
"IX-3-CU",230,"zoning"
"IX-3-GR",230,"zoning"
"IX-3-PK",230,"zoning"
"IX-3-PK-CU",230,"zoning"
"IX-3-PL",230,"zoning"
"IX-3-PL-CU",230,"zoning"
"IX-3-UL",230,"zoning"
"IX-3-UL-CU",230,"zoning"
"IX-4",230,"zoning"
"IX-4-CU",230,"zoning"
"IX-4-PL-CU",230,"zoning"
"IX-4-UL",230,"zoning"
"IX-4-UL-CU",230,"zoning"
"IX-5",230,"zoning"
"IX-5-CU",230,"zoning"
"IX-5-PK",230,"zoning"
"IX-5-PL",230,"zoning"
"IX-5-UG",230,"zoning"
"IX-5-UL",230,"zoning"
"IX-7",230,"zoning"
"IX-7-PL",230,"zoning"
"IX-7-UL",230,"zoning"
"NX-3",230,"zoning"
"NX-3-CU",230,"zoning"
"NX-3-DE",230,"zoning"
"NX-3-DE-CU",230,"zoning"
"NX-3-GR",230,"zoning"
"NX-3-GR-CU",230,"zoning"
"NX-3-PK",230,"zoning"
"NX-3-PK-CU",230,"zoning"
"NX-3-PL",230,"zoning"
"NX-3-PL-CU",230,"zoning"
"NX-3-SH",230,"zoning"
"NX-3-UG",230,"zoning"
"NX-3-UG-CU",230,"zoning"
"NX-3-UL",230,"zoning"
"NX-3-UL-CU",230,"zoning"
"NX-4",230,"zoning"
"NX-4-CU",230,"zoning"
"NX-4-GR",230,"zoning"
"NX-4-SH",230,"zoning"
"NX-4-SH-CU",230,"zoning"
"NX-4-UG",230,"zoning"
"NX-4-UL",230,"zoning"
"NX-4-UL-CU",230,"zoning"
"NX-5",230,"zoning"
"NX-5-CU",230,"zoning"
"NX-5-GR-CU",230,"zoning"
"NX-5-SH-CU",230,"zoning"
"NX-5-UG-CU",230,"zoning"
"NX-5-UL",230,"zoning"
"NX-5-UL-CU",230,"zoning"
"NX-7-CU",230,"zoning"
"NX-7-PK-CU",230,"zoning"
"NX-7-SH-CU",230,"zoning"
"NX-7-UL",230,"zoning"
"NX-7-UL-CU",230,"zoning"
"OP-12",230,"zoning"
"OP-12-CU",230,"zoning"
"OP-3",230,"zoning"
"OP-3-CU",230,"zoning"
"OP-3-PL",230,"zoning"
"OP-4-CU",230,"zoning"
"OP-4-PK",230,"zoning"
"OP-5",230,"zoning"
"OP-5-CU",230,"zoning"
"OP-5-GR",230,"zoning"
"OP-5-GR-CU",230,"zoning"
"OP-5-PK",230,"zoning"
"OP-7",230,"zoning"
"OP-7-GR",230,"zoning"
"OP-7-GR-CU",230,"zoning"
"OP-7-PL",230,"zoning"
"OX-12",230,"zoning"
"OX-12-CU",230,"zoning"
"OX-12-GR",230,"zoning"
"OX-12-UL",230,"zoning"
"OX-12-UL-CU",230,"zoning"
"OX-20-CU",230,"zoning"
"OX-20-UL-CU",230,"zoning"
"OX-3",230,"zoning"
"OX-3-CU",230,"zoning"
"OX-3-DE",230,"zoning"
"OX-3-DE-CU",230,"zoning"
"OX-3-GP",230,"zoning"
"OX-3-GR",230,"zoning"
"OX-3-GR-CU",230,"zoning"
"OX-3-PK",230,"zoning"
"OX-3-PK-CU",230,"zoning"
"OX-3-PL",230,"zoning"
"OX-3-PL-CU",230,"zoning"
"OX-3-UG",230,"zoning"
"OX-3-UG-CU",230,"zoning"
"OX-3-UL",230,"zoning"
"OX-3-UL-CU",230,"zoning"
"OX-4",230,"zoning"
"OX-4-CU",230,"zoning"
"OX-4-PK",230,"zoning"
"OX-4-PK-CU",230,"zoning"
"OX-4-PL",230,"zoning"
"OX-4-PL-CU",230,"zoning"
"OX-4-UL",230,"zoning"
"OX-4-UL-CU",230,"zoning"
"OX-5",230,"zoning"
"OX-5-CU",230,"zoning"
"OX-5-GR",230,"zoning"
"OX-5-GR-CU",230,"zoning"
"OX-5-PK",230,"zoning"
"OX-5-PL",230,"zoning"
"OX-5-PL-CU",230,"zoning"
"OX-5-UG-CU",230,"zoning"
"OX-5-UL",230,"zoning"
"OX-5-UL-CU",230,"zoning"
"OX-7",230,"zoning"
"OX-7-CU",230,"zoning"
"OX-7-GR-CU",230,"zoning"
"OX-7-PK-CU",230,"zoning"
"OX-7-PL",230,"zoning"
"OX-7-PL-CU",230,"zoning"
"OX-7-SH",230,"zoning"
"OX-7-UL",230,"zoning"
"OX-7-UL-CU",230,"zoning"
"R-10-CU",230,"zoning"
"R-1-CU",230,"zoning"
"R-2-CU",230,"zoning"
"R-4-CU",230,"zoning"
"R-6-CU",230,"zoning"
"RX-12-CU",230,"zoning"
"RX-3",230,"zoning"
"RX-3-CU",230,"zoning"
"RX-3-DE",230,"zoning"
"RX-3-GP",230,"zoning"
"RX-3-GR",230,"zoning"
"RX-3-GR-CU",230,"zoning"
"RX-3-PK",230,"zoning"
"RX-3-PK-CU",230,"zoning"
"RX-3-PL",230,"zoning"
"RX-3-PL-CU",230,"zoning"
"RX-3-UG-CU",230,"zoning"
"RX-3-UL",230,"zoning"
"RX-3-UL-CU",230,"zoning"
"RX-4",230,"zoning"
"RX-4-CU",230,"zoning"
"RX-4-GR-CU",230,"zoning"
"RX-4-PK",230,"zoning"
"RX-4-PK-CU",230,"zoning"
"RX-4-PL",230,"zoning"
"RX-4-PL-CU",230,"zoning"
"RX-4-UL-CU",230,"zoning"
"RX-5",230,"zoning"
"RX-5-CU",230,"zoning"
"RX-5-GP",230,"zoning"
"RX-5-GR-CU",230,"zoning"
"RX-5-PK",230,"zoning"
"RX-5-PK-CU",230,"zoning"
"RX-5-PL-CU",230,"zoning"
"RX-5-UL-CU",230,"zoning"
"RX-7",230,"zoning"
"RX-7-CU",230,"zoning"
"RX-7-GR-CU",230,"zoning"
"RX-7-PL-CU",230,"zoning"
"RX-7-UL-CU",230,"zoning"
"GC",231,"zoning"
"GC-CZ",231,"zoning"
"GI",231,"zoning"
"GI-CZ",231,"zoning"
"OP",231,"zoning"
"OP-CZ",231,"zoning"
"RH",231,"zoning"
"RH-CZ",231,"zoning"
"RL",231,"zoning"
"RM",231,"zoning"
"RM-CZ",231,"zoning"
"R&PUD-CZ",231,"zoning"
"TC",231,"zoning"
"RA HC",232,"zoning"
"CA-SUD",234,"zoning"
"DTC",234,"zoning"
"DTP",234,"zoning"
"DTP-C",234,"zoning"
"GC",234,"zoning"
"HC",234,"zoning"
"HC-C",234,"zoning"
"HI",234,"zoning"
"HI-C",234,"zoning"
"LI",234,"zoning"
"LI-C",234,"zoning"
"OI",234,"zoning"
"PD",234,"zoning"
"R1",234,"zoning"
"R-13-SUD",234,"zoning"
"R2",234,"zoning"
"R2-MHO",234,"zoning"
"R4",234,"zoning"
"R4-C",234,"zoning"
"R6",234,"zoning"
"R6-MHO",234,"zoning"
"RMF",234,"zoning"
"A-R",235,"kearny Zoning"
"C-1",235,"kearny Zoning"
"C-2",235,"kearny Zoning"
"IND-1",235,"kearny Zoning"
"M-H",235,"kearny Zoning"
"R1-10",235,"kearny Zoning"
"R1-6",235,"kearny Zoning"
"R-2",235,"kearny Zoning"
"CR",238,"zoning"
"F-1-21",238,"zoning"
"F-1-43",238,"zoning"
"F-20",238,"zoning"
"MU",238,"zoning"
"MU (ZC)",238,"zoning"
"NC",238,"zoning"
"O-R-D",238,"zoning"
"PDD-1 (Walsh)",238,"zoning"
"PDD-2",238,"zoning"
"PF",238,"zoning"
"R-1-10",238,"zoning"
"R-1-15",238,"zoning"
"R-1-6",238,"zoning"
"R-1-8",238,"zoning"
"R-2-8",238,"zoning"
"RM",238,"zoning"
"RO",238,"zoning"
"RO(ZC)",238,"zoning"
"RR-1-21",238,"zoning"
"RR-1-21 (ZC)",238,"zoning"
"RR-1-29",238,"zoning"
"RR-1-43",238,"zoning"
"A-1-10",239,"zoning"
"A-1-21",239,"zoning"
"A-1-43",239,"zoning"
"AMSD",239,"zoning"
"C-1",239,"zoning"
"C-2",239,"zoning"
"FR-1",239,"zoning"
"FR-2.5",239,"zoning"
"FR-5",239,"zoning"
"LPMPC",239,"zoning"
"M-1",239,"zoning"
"MU",239,"zoning"
"MU-2",239,"zoning"
"OP",239,"zoning"
"R-1-10",239,"zoning"
"R-1-15",239,"zoning"
"R-1-21",239,"zoning"
"R-20-43",239,"zoning"
"R-2-10",239,"zoning"
"R-2-15",239,"zoning"
"RC",239,"zoning"
"TM",239,"zoning"
"C-1",240,"zoning"
"C-2",240,"zoning"
"FCOZ",240,"zoning"
"FR-1",240,"zoning"
"FR-20",240,"zoning"
"FR-2.5",240,"zoning"
"HCR",240,"zoning"
"HV",240,"zoning"
"LU",240,"zoning"
"NC",240,"zoning"
"O-R-D",240,"zoning"
"P",240,"zoning"
"P-O",240,"zoning"
"R-1-10",240,"zoning"
"R-1-15",240,"zoning"
"R-1-21",240,"zoning"
"R-1-4",240,"zoning"
"R-1-43",240,"zoning"
"R-1-8",240,"zoning"
"R-1-87",240,"zoning"
"R-2-10",240,"zoning"
"R-2-8",240,"zoning"
"R-M",240,"zoning"
"R/M-U",240,"zoning"
"BJ",242,"zoning"
"BJ-1",242,"zoning"
"BJ-2",242,"zoning"
"BJ-3",242,"zoning"
"BJ-4",242,"zoning"
"BJ-5",242,"zoning"
"BJ-6",242,"zoning"
"CI",242,"zoning"
"JB-1-3",242,"zoning"
"JB-4",242,"zoning"
"MS-FBC",242,"zoning"
"MU",242,"zoning"
"RC",242,"zoning"
"RM-12",242,"zoning"
"RM-25",242,"zoning"
"SF-1",242,"zoning"
"SF1-AO",242,"zoning"
"SF1-DO",242,"zoning"
"SF-2",242,"zoning"
"SSC",242,"zoning"
"TOD",242,"zoning"
"A-1",243,"zoning"
"A-1/zc",243,"zoning"
"A-2",243,"zoning"
"A-5",243,"zoning"
"C-1",243,"zoning"
"C-2",243,"zoning"
"C-2/zc",243,"zoning"
"C-3",243,"zoning"
"C-3/zc",243,"zoning"
"FR-1",243,"zoning"
"FR-10",243,"zoning"
"FR-1/zc",243,"zoning"
"FR-20",243,"zoning"
"FR-2.5",243,"zoning"
"FR-5",243,"zoning"
"IF",243,"zoning"
"M",243,"zoning"
"MD",243,"zoning"
"MD-3/zc",243,"zoning"
"OHW-VCSD",243,"zoning"
"R-1-10",243,"zoning"
"R-1-15",243,"zoning"
"R-1-21",243,"zoning"
"R-1-21/zc",243,"zoning"
"R-1-3",243,"zoning"
"R-1-4",243,"zoning"
"R-1-4/zc",243,"zoning"
"R-1-5",243,"zoning"
"R-1-5/zc",243,"zoning"
"R-1-6",243,"zoning"
"R-1-8",243,"zoning"
"R-1-8/zc",243,"zoning"
"R-2-10",243,"zoning"
"R-2-10/zc",243,"zoning"
"R-2-6.5",243,"zoning"
"R-2-8",243,"zoning"
"R-4-8.5",243,"zoning"
"R-4-8.5zc",243,"zoning"
"R-M",243,"zoning"
"R-M/zc",243,"zoning"
"A-1",244,"zoning"
"CC-FBC",244,"zoning"
"C-D",244,"zoning"
"CMU",244,"zoning"
"C-N",244,"zoning"
"G-O",244,"zoning"
"H",244,"zoning"
"MCMU",244,"zoning"
"M-G",244,"zoning"
"O-S",244,"zoning"
"P-O",244,"zoning"
"R-1-10",244,"zoning"
"R-1-12",244,"zoning"
"R-1-6",244,"zoning"
"R-1-8",244,"zoning"
"R-2-10",244,"zoning"
"R-M-10",244,"zoning"
"R-M-15",244,"zoning"
"R-M-20",244,"zoning"
"R-M-25",244,"zoning"
"R-M-H",244,"zoning"
"R-N-B",244,"zoning"
"TOD",244,"zoning"
"A-5",245,"zoning"
"C-D",245,"zoning"
"C-G",245,"zoning"
"C-N",245,"zoning"
"C-PO",245,"zoning"
"C-R",245,"zoning"
"M-1",245,"zoning"
"parks/open space",245,"zoning"
"PCC",245,"zoning"
"Public Utility",245,"zoning"
"R-1",245,"zoning"
"R-2",245,"zoning"
"R-3",245,"zoning"
"R-4",245,"zoning"
"RM-14",245,"zoning"
"RM-14-D",245,"zoning"
"RM-18",245,"zoning"
"RM-6",245,"zoning"
"RM-8",245,"zoning"
"RM-8-D",245,"zoning"
"RR-22",245,"zoning"
"SCHOOL",245,"zoning"
"SLR-SP",245,"zoning"
"SP COMMERCIAL",245,"zoning"
"SP R-5",245,"zoning"
"SP R-6",245,"zoning"
"SP R-7",245,"zoning"
"SP R-8",245,"zoning"
"SP RM-12",245,"zoning"
"SP RM-14",245,"zoning"
"SP RM-18",245,"zoning"
"",246,"zoning"
"AIRPORT",246,"zoning"
"FB-UN1",246,"zoning"
"FR-1",246,"zoning"
"FR-2",246,"zoning"
"FR-3",246,"zoning"
"GMU",246,"zoning"
"R-1-12000",246,"zoning"
"R-1-5000",246,"zoning"
"R-1-7000",246,"zoning"
"SR-1",246,"zoning"
"SR-1A",246,"zoning"
"SR-3",246,"zoning"
"CG",249,"zoning"
"CN",249,"zoning"
"East Streetcar Neighborhood",249,"zoning"
"FINCH",249,"zoning"
"Flex",249,"zoning"
"GLT",249,"zoning"
"HIST",249,"zoning"
"JR",249,"zoning"
"JRNC",249,"zoning"
"MIXED",249,"zoning"
"MPMU",249,"zoning"
"OS",249,"zoning"
"R-BP",249,"zoning"
"SCHOOL",249,"zoning"
"TOD CORE",249,"zoning"
"TOD OVERLAY",249,"zoning"
"",251,"zoning"
"A-SP",251,"zoning"
"BR-P",251,"zoning"
"C-G(ZC)",251,"zoning"
"IH-D",251,"zoning"
"M-1(ZC)",251,"zoning"
"P-C",251,"zoning"
"PCH/MDA",251,"zoning"
"P-C(IOZ)",251,"zoning"
"P-C(ZC)",251,"zoning"
"P-F(ZC)",251,"zoning"
"P-O(ZC)",251,"zoning"
"PRD(10)",251,"zoning"
"PRD(H)",251,"zoning"
"PRD(H)(",251,"zoning"
"PRD(M)",251,"zoning"
"PRD(MF)",251,"zoning"
"PRD(MF6",251,"zoning"
"PRDMSHO",251,"zoning"
"R-1-10A",251,"zoning"
"R-1-10B",251,"zoning"
"R-1-10C",251,"zoning"
"R-1-10D",251,"zoning"
"R-1-10E",251,"zoning"
"R-1-10F",251,"zoning"
"R-1-10G",251,"zoning"
"R-1-12D",251,"zoning"
"R-1-12E",251,"zoning"
"R-1-12F",251,"zoning"
"R-1-12G",251,"zoning"
"R-1-14E",251,"zoning"
"R-1-14F",251,"zoning"
"R-1-14G",251,"zoning"
"R-1-4(P",251,"zoning"
"R-1-6A",251,"zoning"
"R-1-6C",251,"zoning"
"R-1-6C&",251,"zoning"
"R-1-6C(",251,"zoning"
"R-1-6E",251,"zoning"
"R-1-8A",251,"zoning"
"R-1-8A(",251,"zoning"
"R-1-8B",251,"zoning"
"R-1-8B(",251,"zoning"
"R-1-8C",251,"zoning"
"R-1-8C(",251,"zoning"
"R-1-8C(IDO-1)",251,"zoning"
"R-1-8D",251,"zoning"
"R-1-8D(",251,"zoning"
"R-1-8E",251,"zoning"
"R-1-9C",251,"zoning"
"R-1-9D",251,"zoning"
"R-1-9D(",251,"zoning"
"R-2(PD)",251,"zoning"
"R-2(PS)",251,"zoning"
"R-3-10(",251,"zoning"
"R-3-12",251,"zoning"
"R-3-12(",251,"zoning"
"R-3-16",251,"zoning"
"R-3-16(",251,"zoning"
"R-3-20",251,"zoning"
"R-3-20(",251,"zoning"
"R-3-22",251,"zoning"
"R-3-22(",251,"zoning"
"R-3-6",251,"zoning"
"R-3-6(Z",251,"zoning"
"R-3-8",251,"zoning"
"R-3-8(Z",251,"zoning"
"RE-20F",251,"zoning"
"RE-30F",251,"zoning"
"RE-.5G",251,"zoning"
"RR-1A",251,"zoning"
"RR-1B",251,"zoning"
"RR-1C",251,"zoning"
"RR-1D",251,"zoning"
"RR-1E",251,"zoning"
"RR-20B(",251,"zoning"
"RR-20E",251,"zoning"
"RR-20f(",251,"zoning"
"RR-30E",251,"zoning"
"RR-.5",251,"zoning"
"RR-.5A",251,"zoning"
"RR-.5B",251,"zoning"
"RR-.5C",251,"zoning"
"RR-.5D",251,"zoning"
"RR-.5E",251,"zoning"
"RR-.5F",251,"zoning"
"SC-1(ZC",251,"zoning"
"SC-2(ZC",251,"zoning"
"SC-3(ZC",251,"zoning"
"A",252,"zoning"
"A-1",252,"zoning"
"A-2",252,"zoning"
"B/RP",252,"zoning"
"C-1",252,"zoning"
"C-2",252,"zoning"
"C-3",252,"zoning"
"CC",252,"zoning"
"LI",252,"zoning"
"M",252,"zoning"
"M(DR)",252,"zoning"
"MXD",252,"zoning"
"R-1-10",252,"zoning"
"R-1-12",252,"zoning"
"R-1-20",252,"zoning"
"R-1-4",252,"zoning"
"R-1-6",252,"zoning"
"R-1-7",252,"zoning"
"R-1-8",252,"zoning"
"R-1-8DP",252,"zoning"
"R-2-6.5",252,"zoning"
"R-2-8",252,"zoning"
"R-4-8.5",252,"zoning"
"RB",252,"zoning"
"RE",252,"zoning"
"RM",252,"zoning"
"RMH",252,"zoning"
"RM.(PDA)",252,"zoning"
"RS",252,"zoning"
"C-G",255,"zoning"
"C-H",255,"zoning"
"DN",255,"zoning"
"H",255,"zoning"
"MWP",255,"zoning"
"MXD",255,"zoning"
"PO",255,"zoning"
"PO-N",255,"zoning"
"R-1",255,"zoning"
"R-3",255,"zoning"
"R-4",255,"zoning"
"R-F",255,"zoning"
"RM-13",255,"zoning"
"RM-19",255,"zoning"
"RM-25",255,"zoning"
"A-L",256,"zoning"
"C-H",256,"zoning"
"C-M",256,"zoning"
"C-VH",256,"zoning"
"FVSD",256,"zoning"
"I-H",256,"zoning"
"I-VH",256,"zoning"
"PF-H",256,"zoning"
"PF-L",256,"zoning"
"PF-M",256,"zoning"
"PF-VH",256,"zoning"
"R-H",256,"zoning"
"R-L",256,"zoning"
"R-M",256,"zoning"
"SCP",256,"zoning"
"A-1",257,"zoning"
"B-1",257,"zoning"
"C-1",257,"zoning"
"C-2",257,"zoning"
"CC",257,"zoning"
"C-R",257,"zoning"
"CV",257,"zoning"
"D-R",257,"zoning"
"HAFB",257,"zoning"
"M-1",257,"zoning"
"M-U",257,"zoning"
"P-F",257,"zoning"
"R-1-6",257,"zoning"
"R-1-8",257,"zoning"
"R-1-9",257,"zoning"
"R-1-O",257,"zoning"
"R-2",257,"zoning"
"R-3",257,"zoning"
"R-M",257,"zoning"
"TC",257,"zoning"
"TR",257,"zoning"
"UC",257,"zoning"
"UR",257,"zoning"
"A-1",258,"zoning"
"A-E",258,"zoning"
"CP-1",258,"zoning"
"CP-2",258,"zoning"
"MP-1",258,"zoning"
"PH",258,"zoning"
"PZ",258,"zoning"
"R-1-10",258,"zoning"
"R-1-15",258,"zoning"
"R-1-6",258,"zoning"
"R-1-8",258,"zoning"
"R-1-8A",258,"zoning"
"R-1-9",258,"zoning"
"R-M",258,"zoning"
"R-M / PRD",258,"zoning"
"A",259,"zoning"
"AA",259,"zoning"
"A (AP)",259,"zoning"
"AA (PUD)",259,"zoning"
"AE",259,"zoning"
"AE (PUD)",259,"zoning"
"A-F",259,"zoning"
"B",259,"zoning"
"BP",259,"zoning"
"BR",259,"zoning"
"C",259,"zoning"
"C-H",259,"zoning"
"CMU",259,"zoning"
"C (PUD)",259,"zoning"
"C-R",259,"zoning"
"CRT",259,"zoning"
"GMU",259,"zoning"
"LM & B",259,"zoning"
"LR",259,"zoning"
"LR-F",259,"zoning"
"LR (PUD)",259,"zoning"
"LS",259,"zoning"
"LS-F",259,"zoning"
"NMU",259,"zoning"
"OMU",259,"zoning"
"OS",259,"zoning"
"OTR",259,"zoning"
"OTR-F",259,"zoning"
"R",259,"zoning"
"R-2",259,"zoning"
"R-2-F",259,"zoning"
"R-4",259,"zoning"
"R-4 (PUD)",259,"zoning"
"R-8",259,"zoning"
"R-8-F",259,"zoning"
"R-F",259,"zoning"
"RMU",259,"zoning"
"S-F",259,"zoning"
"TMU",259,"zoning"
"A-1",260,"zoning"
"C-1",260,"zoning"
"C-2",260,"zoning"
"OSC",260,"zoning"
"OSR",260,"zoning"
"R-1-08",260,"zoning"
"R-1-10",260,"zoning"
"R-1-12",260,"zoning"
"R-3",260,"zoning"
"R-S-12",260,"zoning"
"A-1",261,"zoning"
"A-5",261,"zoning"
"GC",261,"zoning"
"PB",261,"zoning"
"PU",261,"zoning"
"R-1-10",261,"zoning"
"R-1-14",261,"zoning"
"R-1-20",261,"zoning"
"R-1-6",261,"zoning"
"R-1-8",261,"zoning"
"R-1-LD",261,"zoning"
"R-A",261,"zoning"
"R-M",261,"zoning"
"R-T",261,"zoning"
"A",262,"zoning"
"B-RP",262,"zoning"
"C-H",262,"zoning"
"CP-1",262,"zoning"
"CP-2",262,"zoning"
"CP-3",262,"zoning"
"C-TH",262,"zoning"
"M-1",262,"zoning"
"M-2",262,"zoning"
"MU",262,"zoning"
"MU DO-1",262,"zoning"
"MU-TOD",262,"zoning"
"Not In Layton City",262,"zoning"
"PB",262,"zoning"
"R-1-10",262,"zoning"
"R-1-10 (PRUD)",262,"zoning"
"R-1-6",262,"zoning"
"R-1-6 (PRUD)",262,"zoning"
"R-1-8",262,"zoning"
"R-1-8 (PRUD)",262,"zoning"
"R-2",262,"zoning"
"R-2 (PRUD)",262,"zoning"
"R-H",262,"zoning"
"R-H (PRUD)",262,"zoning"
"R-M1",262,"zoning"
"R-M1 (PRUD)",262,"zoning"
"R-M2",262,"zoning"
"R-M2 (PRUD)",262,"zoning"
"R-MH",262,"zoning"
"R-S",262,"zoning"
"R-S (PRUD)",262,"zoning"
"Village Center",262,"zoning"
"A-1",267,"zoning"
"B-U",267,"zoning"
"CG",267,"zoning"
"C-H",267,"zoning"
"C-N",267,"zoning"
"I-G",267,"zoning"
"L-I",267,"zoning"
"R-1-10",267,"zoning"
"R-1-22",267,"zoning"
"BC",271,"zoning"
"CE-5",271,"zoning"
"CR-20",271,"zoning"
"CR-40",271,"zoning"
"SH",271,"zoning"
"TR-10",271,"zoning"
"CC-1",272,"zoning"
"CC-2",272,"zoning"
"GC-1",272,"zoning"
"GC-2",272,"zoning"
"I-1",272,"zoning"
"M-1",272,"zoning"
"PC",272,"zoning"
"PF",272,"zoning"
"PI-1",272,"zoning"
"PO-1",272,"zoning"
"PR-2.0",272,"zoning"
"PR-2.3",272,"zoning"
"PR-3.0",272,"zoning"
"R1-12000",272,"zoning"
"R1-15000",272,"zoning"
"R1-20000",272,"zoning"
"R1-7500",272,"zoning"
"R1-9000",272,"zoning"
"R2-7500",272,"zoning"
"R3-7500",272,"zoning"
"R4-7500",272,"zoning"
"RA-1",272,"zoning"
"RA-5",272,"zoning"
"S-1",272,"zoning"
"SC-1",272,"zoning"
"SP",272,"zoning"
"TOD",272,"zoning"
"A-5 Agricultural",273,"zoning"
"CI Civic Institutional",273,"zoning"
"DR Destination Retail",273,"zoning"
"GC-1 Commercial",273,"zoning"
"GW-R Gateway Redwood",273,"zoning"
"Heavy Commercial",273,"zoning"
"I-1 Light Industry",273,"zoning"
"I-O Infill Overlay",273,"zoning"
"Mixed Use",273,"zoning"
"NC Neighborhood Commercial",273,"zoning"
"R-1-10",273,"zoning"
"R-1-43",273,"zoning"
"R-1-43 (Cluster Residential Overlay)",273,"zoning"
"R-1-87",273,"zoning"
"Regional Commercial",273,"zoning"
"R-MF Multifamily",273,"zoning"
"R-SL Residential",273,"zoning"
"SD-C HOLIDAY PARK ZONE",273,"zoning"
"SD-R Independence Village",273,"zoning"
"SD-X Bringhurst Station",273,"zoning"
"SD-X Gateway Zone",273,"zoning"
"SD-X The Bluff at Point Crossing",273,"zoning"
"SD-X The Centrum at Bluffdale",273,"zoning"
"SG-1 Sand & Gravel",273,"zoning"
"Undesignated",273,"zoning"
"C",274,"zoning"
"CR",274,"zoning"
"LI",274,"zoning"
"MG-40",274,"zoning"
"RA",274,"zoning"
"RA-1",274,"zoning"
"RA-2",274,"zoning"
"RA-4",274,"zoning"
