label,location_id,feature_set_name,match_status,matched_codes,matched_descriptions
RA HC,232,zoning,resolved,RA-HC,Renaissance Area Historic Core
TC,231,zoning,not_found,,
C-2,235,kearny Zoning,not_found,,
M-H,235,kearny Zoning,not_found,,
C-1,235,kearny Zoning,not_found,,
R1-10,235,kearny Zoning,not_found,,
A-R,235,kearny Zoning,not_found,,
IND-1,235,kearny Zoning,not_found,,
R4-C,234,zoning,not_found,,
R-13-SUD,234,zoning,not_found,,
R2-MHO,234,zoning,not_found,,
R4,234,zoning,not_found,,
RMF,234,zoning,not_found,,
R6-MHO,234,zoning,not_found,,
R1,234,zoning,not_found,,
R2,234,zoning,not_found,,
R6,234,zoning,not_found,,
MU,238,zoning,not_found,,
MU (ZC),238,zoning,not_found,,
PDD-2,238,zoning,not_found,,
O-R-D,238,zoning,not_found,,
F-20,238,zoning,not_found,,
R1-6,235,kearny Zoning,not_found,,
R-1-15,238,zoning,not_found,,
PF,238,zoning,not_found,,
PDD-1 (Walsh),238,zoning,not_found,,
R-2,235,kearny Zoning,not_found,,
F-1-43,238,zoning,not_found,,
F-1-21,238,zoning,not_found,,
NC,238,zoning,not_found,,
CR,238,zoning,not_found,,
R-1-10,238,zoning,not_found,,
RR-1-29,238,zoning,not_found,,
RR-1-21 (ZC),238,zoning,not_found,,
RR-1-43,238,zoning,not_found,,
RO(ZC),238,zoning,not_found,,
RM,238,zoning,not_found,,
C-1,239,zoning,not_found,,
R-2-8,238,zoning,not_found,,
AMSD,239,zoning,not_found,,
RO,238,zoning,not_found,,
R-1-6,238,zoning,not_found,,
A-1-10,239,zoning,not_found,,
A-1-21,239,zoning,not_found,,
RR-1-21,238,zoning,not_found,,
A-1-43,239,zoning,not_found,,
R-1-8,238,zoning,not_found,,
MU-2,239,zoning,not_found,,
OP,239,zoning,not_found,,
MU,239,zoning,not_found,,
R-2-10,239,zoning,not_found,,
R-20-43,239,zoning,not_found,,
R-1-21,239,zoning,not_found,,
R-1-10,239,zoning,not_found,,
LPMPC,239,zoning,not_found,,
C-2,239,zoning,not_found,,
M-1,239,zoning,not_found,,
R-2-15,239,zoning,not_found,,
R-1-15,239,zoning,not_found,,
FR-5,239,zoning,not_found,,
FR-2.5,239,zoning,not_found,,
FR-1,239,zoning,not_found,,
P,240,zoning,not_found,,
LU,240,zoning,not_found,,
O-R-D,240,zoning,not_found,,
C-1,240,zoning,not_found,,
FR-1,240,zoning,not_found,,
P-O,240,zoning,not_found,,
HV,240,zoning,not_found,,
FR-2.5,240,zoning,not_found,,
FR-20,240,zoning,not_found,,
C-2,240,zoning,not_found,,
FCOZ,240,zoning,not_found,,
HCR,240,zoning,not_found,,
RC,239,zoning,not_found,,
TM,239,zoning,not_found,,
NC,240,zoning,not_found,,
R/M-U,240,zoning,not_found,,
R-1-43,240,zoning,not_found,,
BJ-1,242,zoning,not_found,,
R-1-4,240,zoning,not_found,,
R-M,240,zoning,not_found,,
BJ,242,zoning,not_found,,
R-2-8,240,zoning,not_found,,
R-2-10,240,zoning,not_found,,
R-1-8,240,zoning,not_found,,
R-1-10,240,zoning,not_found,,
R-1-21,240,zoning,not_found,,
BJ-3,242,zoning,not_found,,
R-1-87,240,zoning,not_found,,
BJ-2,242,zoning,not_found,,
R-1-15,240,zoning,not_found,,
MS-FBC,242,zoning,not_found,,
SF1-AO,242,zoning,not_found,,
SF1-DO,242,zoning,not_found,,
JB-4,242,zoning,not_found,,
BJ-6,242,zoning,not_found,,
MU,242,zoning,not_found,,
SF-1,242,zoning,not_found,,
RM-12,242,zoning,not_found,,
RC,242,zoning,not_found,,
CI,242,zoning,not_found,,
SF-2,242,zoning,not_found,,
RM-25,242,zoning,not_found,,
BJ-4,242,zoning,not_found,,
BJ-5,242,zoning,not_found,,
JB-1-3,242,zoning,not_found,,
C-3,243,zoning,not_found,,
A-1/zc,243,zoning,not_found,,
FR-10,243,zoning,not_found,,
C-3/zc,243,zoning,not_found,,
A-1,243,zoning,not_found,,
C-2/zc,243,zoning,not_found,,
FR-1,243,zoning,not_found,,
C-2,243,zoning,not_found,,
C-1,243,zoning,not_found,,
A-2,243,zoning,not_found,,
SSC,242,zoning,not_found,,
FR-1/zc,243,zoning,not_found,,
FR-20,243,zoning,not_found,,
A-5,243,zoning,not_found,,
TOD,242,zoning,not_found,,
R-1-21/zc,243,zoning,not_found,,
R-1-21,243,zoning,not_found,,
R-1-15,243,zoning,not_found,,
OHW-VCSD,243,zoning,not_found,,
MD,243,zoning,not_found,,
R-1-3,243,zoning,not_found,,
R-1-5,243,zoning,not_found,,
R-1-4,243,zoning,not_found,,
MD-3/zc,243,zoning,not_found,,
FR-5,243,zoning,not_found,,
M,243,zoning,not_found,,
FR-2.5,243,zoning,not_found,,
R-1-4/zc,243,zoning,not_found,,
IF,243,zoning,not_found,,
R-1-10,243,zoning,not_found,,
R-2-10/zc,243,zoning,not_found,,
R-M,243,zoning,not_found,,
R-4-8.5,243,zoning,not_found,,
R-2-8,243,zoning,not_found,,
R-2-6.5,243,zoning,not_found,,
R-2-10,243,zoning,not_found,,
CC-FBC,244,zoning,not_found,,
R-4-8.5zc,243,zoning,not_found,,
R-1-8/zc,243,zoning,not_found,,
R-1-5/zc,243,zoning,not_found,,
R-M/zc,243,zoning,not_found,,
R-1-8,243,zoning,not_found,,
C-D,244,zoning,not_found,,
A-1,244,zoning,not_found,,
R-1-6,243,zoning,not_found,,
R-1-6,244,zoning,not_found,,
R-1-12,244,zoning,not_found,,
R-1-10,244,zoning,not_found,,
O-S,244,zoning,not_found,,
MCMU,244,zoning,not_found,,
R-1-8,244,zoning,not_found,,
R-M-15,244,zoning,not_found,,
R-2-10,244,zoning,not_found,,
M-G,244,zoning,not_found,,
C-N,244,zoning,not_found,,
H,244,zoning,not_found,,
CMU,244,zoning,not_found,,
R-M-10,244,zoning,not_found,,
G-O,244,zoning,not_found,,
P-O,244,zoning,not_found,,
C-G,245,zoning,not_found,,
parks/open space,245,zoning,not_found,,
C-R,245,zoning,not_found,,
C-PO,245,zoning,not_found,,
C-N,245,zoning,not_found,,
C-D,245,zoning,not_found,,
M-1,245,zoning,not_found,,
A-5,245,zoning,not_found,,
R-M-H,244,zoning,not_found,,
Public Utility,245,zoning,not_found,,
R-N-B,244,zoning,not_found,,
PCC,245,zoning,not_found,,
TOD,244,zoning,not_found,,
R-M-20,244,zoning,not_found,,
R-M-25,244,zoning,not_found,,
RM-8,245,zoning,not_found,,
RM-6,245,zoning,not_found,,
RM-18,245,zoning,not_found,,
RM-14,245,zoning,not_found,,
R-3,245,zoning,not_found,,
RM-8-D,245,zoning,not_found,,
SP COMMERCIAL,245,zoning,not_found,,
RR-22,245,zoning,not_found,,
R-4,245,zoning,not_found,,
SLR-SP,245,zoning,not_found,,
R-2,245,zoning,not_found,,
SCHOOL,245,zoning,not_found,,
R-1,245,zoning,not_found,,
SP R-5,245,zoning,not_found,,
RM-14-D,245,zoning,not_found,,
SP R-7,245,zoning,not_found,,
,246,zoning,not_found,,
SP RM-18,245,zoning,not_found,,
SP R-8,245,zoning,not_found,,
SP RM-12,245,zoning,not_found,,
SP RM-14,245,zoning,not_found,,
SP R-6,245,zoning,not_found,,
FB-UN1,246,zoning,not_found,,
AIRPORT,246,zoning,resolved,AO|AFPP,Airport Overlay|Airport Flight Path Protection Overlay District
FR-1,246,zoning,not_found,,
FR-2,246,zoning,not_found,,
FR-3,246,zoning,not_found,,
R-1-12000,246,zoning,resolved,R|R-1|R-1-12,Residential District|Single Family Residential|Single-Family Residential District
R-1-5000,246,zoning,resolved,R|R-1|R-1-5,Residential District|Single Family Residential|Single-Family Residential District
GMU,246,zoning,resolved,G-MU,Gateway-Mixed Use District
GLT,249,zoning,not_found,,
SR-1,246,zoning,not_found,,
CN,249,zoning,not_found,,
FINCH,249,zoning,not_found,,
SR-3,246,zoning,not_found,,
JRNC,249,zoning,not_found,,
HIST,249,zoning,resolved,DTH|H-POD,Downtown Historic District|Historic Preservation Overlay District
MIXED,249,zoning,resolved,MU|MXD|MIX,Mixed Use|Mixed Use Development|Mixed Use District
R-1-7000,246,zoning,resolved,R-1,Single Family Residential
SR-1A,246,zoning,resolved,R-1,Single Family Residential
Flex,249,zoning,not_found,,
East Streetcar Neighborhood,249,zoning,resolved,NR|NMU|NS-1|NS-2|NS-E|NSM-1|NSM-2|NPUD-1|NPUD-2|NPUD-3|NUP,Neighborhood Retail|Neighborhood Mixed Use|Neighborhood Suburban-1|Neighborhood Suburban-2|Neighborhood Suburban Estate|Neighborhood Suburban Multifamily-1|Neighborhood Suburban Multifamily-2|Neighborhood Planned Unit Development-1|Neighborhood Planned Unit Development-2|Neighborhood Planned Unit Development-3|Neighborhood Unit Plan District
MPMU,249,zoning,resolved,MU|MP-SC,Mixed Use|Military Parkway-Scyene Corridor Overlay District
JR,249,zoning,not_found,,
CG,249,zoning,not_found,,
,251,zoning,not_found,,
M-1(ZC),251,zoning,resolved,M-1,Light Manufacturing
C-G(ZC),251,zoning,resolved,C-G,General Commercial
IH-D,251,zoning,not_found,,
A-SP,251,zoning,not_found,,
R-BP,249,zoning,not_found,,
PCH/MDA,251,zoning,not_found,,
TOD CORE,249,zoning,resolved,DC-C|DC-1,Downtown Center-Core|Downtown Core
SCHOOL,249,zoning,not_found,,
OS,249,zoning,resolved,ROS|R/OS|PRO,"Recreation and Open Space|Recreation/Open Space|Parks, Recreation and Open Space"
BR-P,251,zoning,not_found,,
P-C(IOZ),251,zoning,resolved,PC|IOZ,Planned Community|Interchange Overlay Zone
P-C,251,zoning,resolved,PC,Planned Community
P-C(ZC),251,zoning,not_found,,
TOD OVERLAY,249,zoning,resolved,FP|H-PC|MA/RE|TERRA|MP-SC|CCOD|INN|PACE|BTO|TCO|DT|MT|FOD|RF,"Floodplain Designation Overlay District|Hotel-Private Club Overlay District|Mesquite Arena-Rodeo Entertainment Overlay District|Town East Retail and Restaurant Area Overlay District|Military Parkway-Scyene Corridor Overlay District|Commercial Corridor Overlay District|Innovation Overlay District|Performance Arts, Civic and Entertainment Overlay District|Business Transitional Overlay|Town Center Overlay|Downtown Overlay District|Midtown Overlay District|Floodplain Overlay District|Riverfront Overlay District"
PRD(10),251,zoning,resolved,PRD,Planned Residential Development
P-O(ZC),251,zoning,resolved,P-O,Professional Office Zone
P-F(ZC),251,zoning,resolved,P-F,Public Facilities
R-1-10A,251,zoning,resolved,R-1-10,"Single Family 10,000 sq. ft."
R-1-10D,251,zoning,resolved,R-1-10,"Single Family 10,000 sq. ft."
PRD(MF6,251,zoning,resolved,PRD,Planned Residential Development
PRD(H)(,251,zoning,resolved,PRD,Planned Residential Development
PRD(M),251,zoning,resolved,PRD,Planned Residential Development
R-1-10E,251,zoning,resolved,R-1-10,"Single Family 10,000 sq. ft."
PRDMSHO,251,zoning,resolved,PRD,Planned Residential Development
PRD(H),251,zoning,resolved,PRD,Planned Residential Development
R-1-10B,251,zoning,resolved,R-1-10,"Single Family 10,000 sq. ft."
R-1-10C,251,zoning,resolved,R-1-10,"Single Family 10,000 sq. ft."
PRD(MF),251,zoning,resolved,PRD,Planned Residential Development
R-1-10F,251,zoning,resolved,R-1-10,"Single Family 10,000 sq. ft."
R-1-6C&,251,zoning,resolved,R-1-6,Single Family 6000 sq. ft.
R-1-6C,251,zoning,resolved,R-1-6,Single Family 6000 sq. ft.
R-1-6A,251,zoning,resolved,R-1-6,Single Family 6000 sq. ft.
R-1-14E,251,zoning,resolved,R-1-14,"Single Family 14,000 sq. ft."
R-1-12G,251,zoning,resolved,R-1-12,"Single Family 12,000 sq. ft."
R-1-12E,251,zoning,resolved,R-1-12,"Single Family 12,000 sq. ft."
R-1-4(P,251,zoning,resolved,R-1-4,Single Family 4000 sq. ft.
R-1-14G,251,zoning,resolved,R-1-14,"Single Family 14,000 sq. ft."
R-1-12D,251,zoning,resolved,R-1-12,"Single Family 12,000 sq. ft."
R-1-6E,251,zoning,resolved,R-1-6,Single Family 6000 sq. ft.
R-1-6C(,251,zoning,resolved,R-1-6,Single Family 6000 sq. ft.
R-1-12F,251,zoning,resolved,R-1-12|R-1,"Single Family 12,000 sq. ft.|Single Family Residential"
R-1-14F,251,zoning,resolved,R-1|R-1-14,"Single Family Residential|Single Family 14,000 sq. ft."
R-1-10G,251,zoning,resolved,R-1-10,"Single Family 10,000 sq. ft."
R-1-8A,251,zoning,resolved,R-1|R-1-8,Single Family Residential|Single Family 8000 sq. ft.
R-1-8C(,251,zoning,resolved,R-1-8,Single Family 8000 sq. ft.
R-1-8D(,251,zoning,resolved,R-1-8,Single Family 8000 sq. ft.
R-2(PS),251,zoning,resolved,R-2,Two-Family Residential
R-1-9D(,251,zoning,resolved,R-1-9,Single Family 9000 sq. ft.
R-1-9D,251,zoning,resolved,R-1-9,Single Family 9000 sq. ft.
R-1-8D,251,zoning,resolved,R-1-8,Single Family 8000 sq. ft.
R-1-8E,251,zoning,resolved,R-1-8,Single Family 8000 sq. ft.
R-1-8B,251,zoning,resolved,R-1-8,Single Family 8000 sq. ft.
R-1-9C,251,zoning,resolved,R-1-9,Single Family 9000 sq. ft.
R-2(PD),251,zoning,resolved,R-2,Two-Family Residential
R-3-10(,251,zoning,resolved,R-3,Multiple-Family Residential
R-1-8C,251,zoning,resolved,R-1-8,Single Family 8000 sq. ft.
R-1-8A(,251,zoning,resolved,R-1-8,Single Family 8000 sq. ft.
R-1-8C(IDO-1),251,zoning,resolved,R-1|R-1-8,Single Family Residential|Single Family 8000 sq. ft.
R-1-8B(,251,zoning,resolved,R-1-8|R-1,Single Family 8000 sq. ft.|Single Family Residential
R-3-12,251,zoning,resolved,R-3,Multiple-Family Residential
R-3-6,251,zoning,resolved,R-3,Multiple-Family Residential
R-3-20(,251,zoning,resolved,R-3,Multiple-Family Residential
R-3-22(,251,zoning,resolved,R-3,Multiple-Family Residential
R-3-20,251,zoning,resolved,R-3,Multiple-Family Residential
R-3-22,251,zoning,resolved,R-3,Multiple-Family Residential
R-3-8,251,zoning,resolved,R-3,Multiple-Family Residential
R-3-8(Z,251,zoning,resolved,R-3,Multiple-Family Residential
R-3-16,251,zoning,resolved,R-3,Multiple-Family Residential
R-3-6(Z,251,zoning,resolved,R-3,Multiple-Family Residential
R-3-12(,251,zoning,resolved,R-3,Multiple-Family Residential
R-3-16(,251,zoning,resolved,R-3,Multiple-Family Residential
RE-.5G,251,zoning,not_found,,
RE-20F,251,zoning,not_found,,
RE-30F,251,zoning,resolved,R-E,Residential Estate Zone
RR-1B,251,zoning,not_found,,
RR-1A,251,zoning,not_found,,
RR-.5B,251,zoning,not_found,,
RR-.5C,251,zoning,not_found,,
RR-.5E,251,zoning,not_found,,
RR-.5D,251,zoning,not_found,,
RR-1C,251,zoning,not_found,,
RR-20B(,251,zoning,not_found,,
RR-1E,251,zoning,not_found,,
RR-20E,251,zoning,not_found,,
RR-20f(,251,zoning,not_found,,
RR-30E,251,zoning,not_found,,
RR-.5A,251,zoning,resolved,R-R,Rural Residential Zone
RR-.5,251,zoning,resolved,R-R,Rural Residential Zone
RR-1D,251,zoning,not_found,,
A-1,252,zoning,not_found,,
A,252,zoning,not_found,,
B/RP,252,zoning,not_found,,
M,252,zoning,not_found,,
LI,252,zoning,not_found,,
CC,252,zoning,not_found,,
C-3,252,zoning,not_found,,
A-2,252,zoning,not_found,,
C-1,252,zoning,not_found,,
C-2,252,zoning,not_found,,
M(DR),252,zoning,not_found,,
SC-2(ZC,251,zoning,resolved,SC-2,Community Shopping Center Zone
SC-1(ZC,251,zoning,resolved,SC-1,Neighborhood Shopping Center Zone
SC-3(ZC,251,zoning,resolved,SC-3,Regional Shopping Center Zone
RR-.5F,251,zoning,resolved,R-R,Rural Residential Zone
R-1-8DP,252,zoning,not_found,,
R-2-6.5,252,zoning,not_found,,
R-1-7,252,zoning,not_found,,
R-1-10,252,zoning,not_found,,
MXD,252,zoning,not_found,,
R-1-20,252,zoning,not_found,,
RM,252,zoning,not_found,,
RE,252,zoning,not_found,,
RB,252,zoning,not_found,,
R-2-8,252,zoning,not_found,,
R-1-8,252,zoning,not_found,,
R-1-12,252,zoning,not_found,,
R-1-4,252,zoning,not_found,,
R-1-6,252,zoning,not_found,,
R-4-8.5,252,zoning,not_found,,
C-H,255,zoning,not_found,,
R-3,255,zoning,not_found,,
R-1,255,zoning,not_found,,
H,255,zoning,not_found,,
C-G,255,zoning,not_found,,
R-F,255,zoning,not_found,,
PO,255,zoning,not_found,,
R-4,255,zoning,not_found,,
PO-N,255,zoning,not_found,,
RS,252,zoning,not_found,,
DN,255,zoning,not_found,,
MXD,255,zoning,not_found,,
MWP,255,zoning,not_found,,
RM.(PDA),252,zoning,not_found,,
RMH,252,zoning,not_found,,
PF-M,256,zoning,not_found,,
PF-VH,256,zoning,not_found,,
PF-H,256,zoning,not_found,,
C-M,256,zoning,not_found,,
RM-19,255,zoning,not_found,,
RM-13,255,zoning,not_found,,
A-L,256,zoning,not_found,,
R-H,256,zoning,not_found,,
PF-L,256,zoning,not_found,,
I-H,256,zoning,not_found,,
C-H,256,zoning,not_found,,
RM-25,255,zoning,not_found,,
I-VH,256,zoning,not_found,,
C-VH,256,zoning,not_found,,
FVSD,256,zoning,not_found,,
D-R,257,zoning,not_found,,
CC,257,zoning,not_found,,
SCP,256,zoning,not_found,,
R-L,256,zoning,not_found,,
M-U,257,zoning,not_found,,
M-1,257,zoning,not_found,,
C-2,257,zoning,not_found,,
HAFB,257,zoning,not_found,,
C-1,257,zoning,not_found,,
CV,257,zoning,not_found,,
C-R,257,zoning,not_found,,
B-1,257,zoning,not_found,,
A-1,257,zoning,not_found,,
P-F,257,zoning,not_found,,
R-M,256,zoning,not_found,,
R-M,257,zoning,not_found,,
CP-2,258,zoning,not_found,,
UC,257,zoning,not_found,,
A-1,258,zoning,not_found,,
UR,257,zoning,not_found,,
TC,257,zoning,not_found,,
R-1-O,257,zoning,not_found,,
R-3,257,zoning,not_found,,
R-1-9,257,zoning,not_found,,
R-1-8,257,zoning,not_found,,
TR,257,zoning,not_found,,
A-E,258,zoning,not_found,,
CP-1,258,zoning,not_found,,
R-1-6,257,zoning,not_found,,
R-2,257,zoning,not_found,,
AA,259,zoning,not_found,,
R-M,258,zoning,not_found,,
R-1-15,258,zoning,not_found,,
AA (PUD),259,zoning,not_found,,
A (AP),259,zoning,not_found,,
A,259,zoning,not_found,,
R-1-9,258,zoning,not_found,,
R-1-8A,258,zoning,not_found,,
PZ,258,zoning,not_found,,
PH,258,zoning,not_found,,
R-M / PRD,258,zoning,not_found,,
R-1-8,258,zoning,not_found,,
R-1-6,258,zoning,not_found,,
R-1-10,258,zoning,not_found,,
MP-1,258,zoning,not_found,,
LR,259,zoning,not_found,,
LM & B,259,zoning,not_found,,
CMU,259,zoning,not_found,,
AE,259,zoning,not_found,,
CRT,259,zoning,not_found,,
C (PUD),259,zoning,not_found,,
BR,259,zoning,not_found,,
BP,259,zoning,not_found,,
B,259,zoning,not_found,,
C-R,259,zoning,not_found,,
GMU,259,zoning,not_found,,
C,259,zoning,not_found,,
A-F,259,zoning,not_found,,
C-H,259,zoning,not_found,,
AE (PUD),259,zoning,not_found,,
LR (PUD),259,zoning,not_found,,
R-2,259,zoning,not_found,,
LS-F,259,zoning,not_found,,
LS,259,zoning,not_found,,
OMU,259,zoning,not_found,,
R-8,259,zoning,not_found,,
R-4 (PUD),259,zoning,not_found,,
R,259,zoning,not_found,,
OS,259,zoning,not_found,,
OTR-F,259,zoning,not_found,,
R-4,259,zoning,not_found,,
OTR,259,zoning,not_found,,
R-2-F,259,zoning,not_found,,
NMU,259,zoning,not_found,,
LR-F,259,zoning,not_found,,
TMU,259,zoning,not_found,,
R-S-12,260,zoning,not_found,,
C-1,260,zoning,not_found,,
R-1-12,260,zoning,not_found,,
R-1-10,260,zoning,not_found,,
OSC,260,zoning,not_found,,
C-2,260,zoning,not_found,,
S-F,259,zoning,not_found,,
R-8-F,259,zoning,not_found,,
OSR,260,zoning,not_found,,
RMU,259,zoning,not_found,,
R-1-08,260,zoning,not_found,,
A-1,260,zoning,not_found,,
R-3,260,zoning,not_found,,
R-F,259,zoning,not_found,,
A,262,zoning,not_found,,
PB,261,zoning,resolved,B-P,Planned Business
R-1-6,261,zoning,resolved,R-1|R-6,"Single Family Residential-1|Single-Family Residential District (5,000 sq. ft. lots)"
R-1-20,261,zoning,resolved,R-1,Single Family Residential-1
R-1-10,261,zoning,resolved,R-1,Single Family Residential-1
R-T,261,zoning,resolved,R|T,Retail District|Transitional District
R-1-14,261,zoning,resolved,R-1,Single Family Residential-1
A-5,261,zoning,resolved,A,Residential District A
A-1,261,zoning,resolved,A,Residential District A
R-1-LD,261,zoning,resolved,R-1,Single Family Residential-1
R-1-8,261,zoning,resolved,R-1,Single Family Residential-1
R-A,261,zoning,resolved,A,Residential District A
GC,261,zoning,not_found,,
R-M,261,zoning,resolved,R-MF,Residential Multi-Family District
PU,261,zoning,resolved,PUD|PUD-CZ,Planned Unit Development|Planned Unit Development Conditional Zoning
M-1,262,zoning,not_found,,
MU-TOD,262,zoning,not_found,,
MU,262,zoning,not_found,,
M-2,262,zoning,not_found,,
C-TH,262,zoning,not_found,,
B-RP,262,zoning,not_found,,
C-H,262,zoning,not_found,,
R-1-10 (PRUD),262,zoning,not_found,,
CP-2,262,zoning,not_found,,
R-1-10,262,zoning,not_found,,
PB,262,zoning,not_found,,
MU DO-1,262,zoning,not_found,,
CP-1,262,zoning,not_found,,
Not In Layton City,262,zoning,not_found,,
CP-3,262,zoning,not_found,,
R-S,262,zoning,not_found,,
R-S (PRUD),262,zoning,not_found,,
R-M2 (PRUD),262,zoning,not_found,,
R-M1 (PRUD),262,zoning,not_found,,
R-H (PRUD),262,zoning,not_found,,
R-2 (PRUD),262,zoning,not_found,,
R-M2,262,zoning,not_found,,
R-1-8,262,zoning,not_found,,
R-1-6,262,zoning,not_found,,
R-1-6 (PRUD),262,zoning,not_found,,
R-MH,262,zoning,not_found,,
R-M1,262,zoning,not_found,,
R-1-8 (PRUD),262,zoning,not_found,,
R-H,262,zoning,not_found,,
R-2,262,zoning,not_found,,
L-I,267,zoning,not_found,,
C-N,267,zoning,not_found,,
SH,271,zoning,not_found,,
CR-20,271,zoning,not_found,,
BC,271,zoning,not_found,,
R-1-10,267,zoning,not_found,,
C-H,267,zoning,not_found,,
Village Center,262,zoning,not_found,,
R-1-22,267,zoning,not_found,,
CG,267,zoning,not_found,,
B-U,267,zoning,not_found,,
I-G,267,zoning,not_found,,
CE-5,271,zoning,not_found,,
CR-40,271,zoning,not_found,,
A-1,267,zoning,not_found,,
PR-2.0,272,zoning,not_found,,
PO-1,272,zoning,not_found,,
PR-2.3,272,zoning,not_found,,
PC,272,zoning,not_found,,
I-1,272,zoning,not_found,,
GC-1,272,zoning,not_found,,
CC-1,272,zoning,not_found,,
R1-12000,272,zoning,not_found,,
PR-3.0,272,zoning,not_found,,
M-1,272,zoning,not_found,,
PF,272,zoning,not_found,,
CC-2,272,zoning,not_found,,
GC-2,272,zoning,not_found,,
PI-1,272,zoning,not_found,,
TR-10,271,zoning,not_found,,
R3-7500,272,zoning,not_found,,
R1-15000,272,zoning,not_found,,
R1-20000,272,zoning,not_found,,
CI Civic Institutional,273,zoning,not_found,,
TOD,272,zoning,not_found,,
SC-1,272,zoning,not_found,,
R2-7500,272,zoning,not_found,,
SP,272,zoning,not_found,,
R1-9000,272,zoning,not_found,,
R1-7500,272,zoning,not_found,,
S-1,272,zoning,not_found,,
A-5 Agricultural,273,zoning,not_found,,
RA-1,272,zoning,not_found,,
RA-5,272,zoning,not_found,,
R4-7500,272,zoning,not_found,,
R-1-10,273,zoning,not_found,,
R-MF Multifamily,273,zoning,not_found,,
NC Neighborhood Commercial,273,zoning,not_found,,
I-O Infill Overlay,273,zoning,not_found,,
Heavy Commercial,273,zoning,not_found,,
GW-R Gateway Redwood,273,zoning,not_found,,
Mixed Use,273,zoning,not_found,,
R-SL Residential,273,zoning,not_found,,
GC-1 Commercial,273,zoning,not_found,,
DR Destination Retail,273,zoning,not_found,,
Regional Commercial,273,zoning,not_found,,
R-1-43 (Cluster Residential Overlay),273,zoning,not_found,,
I-1 Light Industry,273,zoning,not_found,,
R-1-43,273,zoning,not_found,,
R-1-87,273,zoning,not_found,,
SD-X Gateway Zone,273,zoning,not_found,,
SG-1 Sand & Gravel,273,zoning,not_found,,
RA-1,274,zoning,not_found,,
C,274,zoning,not_found,,
SD-X Bringhurst Station,273,zoning,not_found,,
RA-2,274,zoning,not_found,,
Undesignated,273,zoning,not_found,,
SD-X The Centrum at Bluffdale,273,zoning,not_found,,
SD-C HOLIDAY PARK ZONE,273,zoning,not_found,,
RA,274,zoning,not_found,,
SD-X The Bluff at Point Crossing,273,zoning,not_found,,
LI,274,zoning,not_found,,
CR,274,zoning,not_found,,
MG-40,274,zoning,not_found,,
SD-R Independence Village,273,zoning,not_found,,
RA-5,274,zoning,not_found,,
RA-4,274,zoning,not_found,,
CSD-DD,276,zoning,not_found,,
CSD-DPMU,276,zoning,not_found,,
CS,276,zoning,not_found,,
CSD-DRC,276,zoning,not_found,,
CSD-DP,276,zoning,not_found,,
CSD-11400 LPP,276,zoning,not_found,,
C-2,276,zoning,not_found,,
CSD-136C,276,zoning,not_found,,
C-3,276,zoning,not_found,,
CSD-HIGHLINE,276,zoning,resolved,RH,Residential High Zone
R-1-15000,275,zoning,resolved,"R-1-15,000",Residential Zone
R-1-20000,275,zoning,not_found,,
R-1-11000,275,zoning,resolved,"R-1-11,000",Residential Zone
OS,276,zoning,not_found,,
DC,276,zoning,not_found,,
CSD-KMAC,276,zoning,not_found,,
CSD-LP,276,zoning,not_found,,
CSD-WMBD,276,zoning,not_found,,
CSD-LPA,276,zoning,not_found,,
CSD-IOP,276,zoning,not_found,,
PF,276,zoning,not_found,,
OR,276,zoning,not_found,,
CSD-SWF,276,zoning,not_found,,
IC,276,zoning,resolved,CI,Interchange Commercial
MARF,276,zoning,not_found,,
M2,276,zoning,not_found,,
M1,276,zoning,not_found,,
MPC- Edelweiss,276,zoning,not_found,,
A,277,zoning,not_found,,
C,277,zoning,not_found,,
P/OS,277,zoning,not_found,,
PI,276,zoning,not_found,,
TSD,276,zoning,not_found,,
RR-22,276,zoning,not_found,,
South Mountain Agreement,276,zoning,not_found,,
TC,276,zoning,not_found,,
RSD-2- Corner Canyon Vista,276,zoning,not_found,,
RR-43,276,zoning,not_found,,
RSD-1- Foxgate Farms,276,zoning,not_found,,
RSD-3- South Fork Estates,276,zoning,not_found,,
RSD-4- Valle di Villa,276,zoning,not_found,,
RSD-5- Bellevue,276,zoning,not_found,,
RM,276,zoning,resolved,RM1|RM2,Multiple-Family Residential|Multiple-Family Residential
R-1,280,zoning,not_found,,
H-1,280,zoning,not_found,,
R,277,zoning,not_found,,
C-1,280,zoning,not_found,,
Agriculture,281,zoning,not_found,,
A-1,280,zoning,not_found,,
L-1,280,zoning,not_found,,
Commercial Retail,281,zoning,not_found,,
Civic,281,zoning,not_found,,
CE-3,278,zoning,resolved,CE-2,Critical Environmental Zone
U/W,278,zoning,not_found,,
R-1-12000,278,zoning,resolved,"R-1-12,000",Residential Zone
R-1-15000,278,zoning,resolved,"R-1-15,000",Residential Zone
RL-1-20000,278,zoning,resolved,"R&L-1-20,000",Residential and Limited Livestock Zone
R-1-20000,278,zoning,resolved,"R-1-20,000",Residential Zone
R1-40,281,zoning,not_found,,
Residential,281,zoning,not_found,,
R1-30,281,zoning,not_found,,
R1-20,281,zoning,not_found,,
PD-1,281,zoning,not_found,,
Open Space,281,zoning,not_found,,
Conditional Use R1-40,281,zoning,not_found,,
Non-Conforming R1-20,281,zoning,not_found,,
Residential Professional,281,zoning,not_found,,
Mixed Use Residential,281,zoning,not_found,,
