label,location_id,feature_set_name,match_status,matched_codes,matched_descriptions,fix_command
MU-VC,373,zoning,resolved,MU,Mixed Use District,"copy_zone(373, [11191], ""MU-VC"", ""Mixed Use District"", None)"
MU-N,373,zoning,resolved,MU,Mixed Use District,"copy_zone(373, [11191], ""MU-N"", ""Mixed Use District"", None)"
RSF-1A,373,zoning,resolved,R-1A,Enhanced Single-family Residential District,"copy_zone(373, [10723], ""RSF-1A"", ""Enhanced Single-family Residential District"", None)"
P-2,376,Bartow Zoning,resolved,P,Public,"copy_zone(376, [20240], ""P-2"", ""Public"", None)"
PI,376,Bartow Zoning,not_found_zone,,,"insert_zone(376, ""PI"", ""PI"")"
AG-1,378,Winter Haven Zoning,resolved,AG,Agriculture,"copy_zone(378, [21662], ""AG-1"", ""Agriculture"", None)"
R-1-5A,376,Bartow Zoning,resolved,R-1,Single Family Residential,"copy_zone(376, [19745], ""R-1-5A"", ""Single Family Residential"", None)"
WATER,376,Bartow Zoning,resolved,PW,Protected Waterway,"copy_zone(376, [20100], ""WATER"", ""Protected Waterway"", None)"
R-1B,376,Bartow Zoning,resolved,R-1,Single Family Residential,"copy_zone(376, [19745], ""R-1B"", ""Single Family Residential"", None)"
RE-2,376,Bartow Zoning,resolved,RE,Residential Estate,"copy_zone(376, [20233], ""RE-2"", ""Residential Estate"", None)"
RE-1,376,Bartow Zoning,resolved,RE,Residential Estate,"copy_zone(376, [20233], ""RE-1"", ""Residential Estate"", None)"
MR3,382,Sanford Zoning,resolved,MR-3,Multiple-Family Residential,"copy_zone(382, [24249], ""MR3"", ""Multiple-Family Residential"", None)"
RI1,382,Sanford Zoning,not_found_zone,,,"insert_zone(382, ""RI1"", ""RI1"")"
MI2,382,Sanford Zoning,resolved,MI-2,Medium Industrial,"copy_zone(382, [24269], ""MI2"", ""Medium Industrial"", None)"
SC3,382,Sanford Zoning,not_found_zone,,,"insert_zone(382, ""SC3"", ""SC3"")"
MR1,382,Sanford Zoning,resolved,MR-1,Multiple-Family Residential,"copy_zone(382, [24241], ""MR1"", ""Multiple-Family Residential"", None)"
RC1,382,Sanford Zoning,not_found_zone,,,"insert_zone(382, ""RC1"", ""RC1"")"
SR1,382,Sanford Zoning,resolved,SR-1|SR-1A|SR-1AA,Single-Family Dwelling Residential|Single-Family Dwelling Residential|Single-Family Dwelling Residential,"copy_zone(382, [24233, 24229, 24225], ""SR1"", ""Single-Family Dwelling Residential"", None)"
GC2,382,Sanford Zoning,resolved,GC-2,General Commercial,"copy_zone(382, [24257], ""GC2"", ""General Commercial"", None)"
CON,378,Winter Haven Zoning,resolved,CO,Campus Overlay District,"copy_zone(378, [21759], ""CON"", ""Campus Overlay District"", None)"
MR2,382,Sanford Zoning,resolved,MR-2,Multiple-Family Residential,"copy_zone(382, [24245], ""MR2"", ""Multiple-Family Residential"", None)"
MU-1,384,Boynton Beach Zoning,resolved,MU,Mixed-Use,"copy_zone(384, [13066], ""MU-1"", ""Mixed-Use"", None)"
MU-3,384,Boynton Beach Zoning,resolved,MU,Mixed-Use,"copy_zone(384, [13066], ""MU-3"", ""Mixed-Use"", None)"
MU-2,384,Boynton Beach Zoning,resolved,MU,Mixed-Use,"copy_zone(384, [13066], ""MU-2"", ""Mixed-Use"", None)"
PU,384,Boynton Beach Zoning,resolved,PUD,Planned Unit Development,"copy_zone(384, [13161], ""PU"", ""Planned Unit Development"", None)"
R1,384,Boynton Beach Zoning,resolved,R1A|R1B,Single Family Dwellings|Single Family Dwellings,"copy_zone(384, [12938, 12944], ""R1"", ""Single Family Dwellings"", None)"
MU-C,384,Boynton Beach Zoning,resolved,C|MU,Civic District|Mixed-Use,"copy_zone(384, [12863, 13066], ""MU-C"", ""Civic District"", None)"
IPUD,384,Boynton Beach Zoning,resolved,PUD,Planned Unit Development,"copy_zone(384, [13161], ""IPUD"", ""Planned Unit Development"", None)"
SR1AA,382,Sanford Zoning,not_found_zone,,,"insert_zone(382, ""SR1AA"", ""SR1AA"")"
PID,384,Boynton Beach Zoning,not_found_zone,,,"insert_zone(384, ""PID"", ""PID"")"
PCD,384,Boynton Beach Zoning,not_found_zone,,,"insert_zone(384, ""PCD"", ""PCD"")"
SR2,382,Sanford Zoning,resolved,SR-2,Mobile Home Residential,"copy_zone(382, [24237], ""SR2"", ""Mobile Home Residential"", None)"
C4,384,Boynton Beach Zoning,resolved,C-4,Commercial district,"copy_zone(384, [13333], ""C4"", ""Commercial district"", None)"
SR1A,382,Sanford Zoning,resolved,SR-1A,Single-Family Dwelling Residential,"copy_zone(382, [24229], ""SR1A"", ""Single-Family Dwelling Residential"", None)"
MU-4,384,Boynton Beach Zoning,resolved,MU,Mixed-Use,"copy_zone(384, [13066], ""MU-4"", ""Mixed-Use"", None)"
M1,384,Boynton Beach Zoning,resolved,M,Industrial park district,"copy_zone(384, [12980], ""M1"", ""Industrial park district"", None)"
C3,384,Boynton Beach Zoning,resolved,C-3,Extended Liberal Commercial District,"copy_zone(384, [13136], ""C3"", ""Extended Liberal Commercial District"", None)"
Future,385,Delray Beach Zoning,not_found_zone,,,"insert_zone(385, ""Future"", ""Future"")"
Agricultural,385,Delray Beach Zoning,resolved,AG,Agricultural,"copy_zone(385, [13102], ""Agricultural"", ""Agricultural"", None)"
Light,385,Delray Beach Zoning,resolved,M-1,Light Industrial,"copy_zone(385, [13053], ""Light"", ""Light Industrial"", None)"
Automotive,385,Delray Beach Zoning,not_found_zone,,,"insert_zone(385, ""Automotive"", ""Automotive"")"
Central,385,Delray Beach Zoning,resolved,CBD-1|CBD-2|CBD,Central Business District|Central Business District|Central Business District,"copy_zone(385, [13661, 13667, 13780], ""Central"", ""Central Business District"", None)"
SMU,384,Boynton Beach Zoning,not_found_zone,,,"insert_zone(384, ""SMU"", ""SMU"")"
Conservation,385,Delray Beach Zoning,resolved,PRES,Preservation District,"copy_zone(385, [13750], ""Conservation"", ""Preservation District"", None)"
Mobile,385,Delray Beach Zoning,resolved,MHS,Manufactured Home Subdivision,"copy_zone(385, [13019], ""Mobile"", ""Manufactured Home Subdivision"", None)"
R1AA,384,Boynton Beach Zoning,not_found_zone,,,"insert_zone(384, ""R1AA"", ""R1AA"")"
Mixed,385,Delray Beach Zoning,resolved,M-U|NMU-16|NMU-24|NMU-35|YC-4,Mixed Use|Neighborhood Mixed Use 16|Neighborhood Mixed Use 24|Neighborhood Mixed Use 35|Ybor City Mixed Use Redevelopment,"copy_zone(385, [13746, 13722, 13727, 13732, 13631], ""Mixed"", ""Mixed Use"", None)"
Community,385,Delray Beach Zoning,resolved,YC-3,Ybor City Hillsborough Community College,"copy_zone(385, [13626], ""Community"", ""Ybor City Hillsborough Community College"", None)"
Industrial,385,Delray Beach Zoning,resolved,M-1|M-2|I|IG|IH|IC|I-1|I-2,Light Industrial|Heavy Industrial|Industrial District|Industrial-General|Industrial-Heavy|Industrial Commercial|Industrial District 1|Industrial District 2,"copy_zone(385, [13053, 13057, 13339, 13601, 13606, 13756, 13795, 13798], ""Industrial"", ""Light Industrial"", None)"
R1AAB,384,Boynton Beach Zoning,resolved,R,Retail,"copy_zone(384, [12851], ""R1AAB"", ""Retail"", None)"
General,385,Delray Beach Zoning,resolved,GO-M|GB|GWA|G|GOR|GR-1|GR-2|CG,General Office Moderate Intensity|General Business District|General Watershed Area District|General Business District|General Office/Retail District|First General Residential District|Second General Residential District|Commercial-General,"copy_zone(385, [13132, 13147, 13177, 13252, 13334, 13416, 13421, 13593], ""General"", ""General Office Moderate Intensity"", None)"
R1AAA,384,Boynton Beach Zoning,not_found_zone,,,"insert_zone(384, ""R1AAA"", ""R1AAA"")"
R3,384,Boynton Beach Zoning,resolved,R-3|R-3-1|R-3-2|R-3-3|R-3-4|R-3-5|R-3-D,Multiple-family|Multiple-family district|Multiple-family district|Multiple-family district|Multiple-family district|Multiple-family district|Multifamily district,"copy_zone(384, [12953, 13269, 13274, 13279, 13284, 13289, 13294], ""R3"", ""Multiple-family"", None)"
Special,385,Delray Beach Zoning,not_found_zone,,,"insert_zone(385, ""Special"", ""Special"")"
Open,385,Delray Beach Zoning,resolved,OS,Open Space,"copy_zone(385, [12999], ""Open"", ""Open Space"", None)"
Old,385,Delray Beach Zoning,resolved,OBSOD,Old Building Site Overlay District,"copy_zone(385, [13406], ""Old"", ""Old Building Site Overlay District"", None)"
Professional,385,Delray Beach Zoning,resolved,E|F|OP|OP-1,One-Story Office-Professional District|Two-Story Office-Professional District|Office Professional|Office Professional,"copy_zone(385, [13237, 13242, 13582, 13586], ""Professional"", ""One-Story Office-Professional District"", None)"
Multifamily,385,Delray Beach Zoning,resolved,MF-14|MF-21|RM-12|RM-16|RM-18|RM-24|RM-35|RM-50|RM-75,Multi-Family Residential District|Multi-Family Residential District|Residential Multiple-Family|Residential Multiple-Family|Residential Multiple-Family|Residential Multiple-Family|Residential Multiple-Family|Residential Multiple-Family|Residential Multiple-Family,"copy_zone(385, [13313, 13318, 13546, 13550, 13553, 13557, 13561, 13565, 13569], ""Multifamily"", ""Multi-Family Residential District"", None)"
Neighborhood,385,Delray Beach Zoning,resolved,N-S|NOR|CN|NMU-16|NMU-24|NMU-35|NC|NAC|NR,Neighborhood Office/Service District|Neighborhood Office/Retail District|Commercial-Neighborhood|Neighborhood Mixed Use 16|Neighborhood Mixed Use 24|Neighborhood Mixed Use 35|Neighborhood Center District|Neighborhood Activity Corridor District|Neighborhood Residential District,"copy_zone(385, [13041, 13324, 13590, 13722, 13727, 13732, 13828, 13833, 13838], ""Neighborhood"", ""Neighborhood Office/Service District"", None)"
AR,386,Greenacres Zoning,not_found_zone,,,"insert_zone(386, ""AR"", ""AR"")"
MXD-O,386,Greenacres Zoning,not_found_zone,,,"insert_zone(386, ""MXD-O"", ""MXD-O"")"
GU,386,Greenacres Zoning,not_found_zone,,,"insert_zone(386, ""GU"", ""GU"")"
Rural,385,Delray Beach Zoning,resolved,RL-43|RPD|RR|A-1|A-2,Rural Zoning District|Rural Preservation District|Rural Residential District|Citrus Rural District|Farmland Rural District,"copy_zone(385, [13087, 13107, 13262, 13819, 13824], ""Rural"", ""Rural Zoning District"", None)"
MXD-C,386,Greenacres Zoning,resolved,MX|C,Mixed Use|Commercial,"copy_zone(386, [13596, 13403], ""MXD-C"", ""Mixed Use"", None)"
Planned,385,Delray Beach Zoning,resolved,PAD|PD-R|PD-M|PD|PDDs|PUD|SH-PD,"Planned Area Development|Planned Unit Development, Residential|Planned Unit Development, Mixed|Planned Development|Planned Development Districts|Planned Unit Development District|Seminole Heights Planned Development","copy_zone(385, [13067, 13162, 13167, 13347, 13430, 13456, 13716], ""Planned"", ""Planned Area Development"", None)"
Multi,385,Delray Beach Zoning,resolved,MF-14|MF-21|M-RM|RM-12|RM-16|RM-18|RM-24|RM-35|RM-50|RM-75|SH-RM,Multi-Family Residential District|Multi-Family Residential District|Multi-Family Residential Marine District|Residential Multiple-Family|Residential Multiple-Family|Residential Multiple-Family|Residential Multiple-Family|Residential Multiple-Family|Residential Multiple-Family|Residential Multiple-Family|Residential Multi-Family,"copy_zone(385, [13313, 13318, 13371, 13546, 13550, 13553, 13557, 13561, 13565, 13569, 13691], ""Multi"", ""Multi-Family Residential District"", None)"
Multiple,385,Delray Beach Zoning,resolved,RM-1|RM-2|RM-12|RM-16|RM-18|RM-24|RM-35|RM-50|RM-75,Residential Multiple-Family District|Multiple-Family Residential District|Residential Multiple-Family|Residential Multiple-Family|Residential Multiple-Family|Residential Multiple-Family|Residential Multiple-Family|Residential Multiple-Family|Residential Multiple-Family,"copy_zone(385, [13356, 13361, 13546, 13550, 13553, 13557, 13561, 13565, 13569], ""Multiple"", ""Residential Multiple-Family District"", None)"
Residential,385,Delray Beach Zoning,resolved,R1-43|R1-9|R1-6|R-2|TR|R2|RS-40|RS-30|A|R-1|R-3|R-4|R-5|SF-43|SF-13|SF-10|SF-7|TF-7|MF-14|MF-21|R|RM-1|RM-2|GR-1|GR-2|RS-150|RS-100|RS-75|RS-60|RS-50|RM-12|RM-16|RM-18|RM-24|RM-35|RM-50|RM-75|RO|RO-1|YC-8|SH-RS|SH-RS-A|SH-RM|SH-RO|RS|RD|RTW|NR,Single-Family Residential|Single-Family Residential|Single-Family Residential|Two Family Residential|Transitional Residential|Two-Family Residential|Residential Single-Family District|Residential Single-Family District|Single-Family Residential District|Single Family Residential|Residential District 3|Residential District 4|Residential District 5|Estate Single-Family Residential District|Single-Family Residential District|Single-Family Residential District|Single-Family Residential District|Duplex Residential District|Multi-Family Residential District|Multi-Family Residential District|Residential District|Residential Multiple-Family District|Multiple-Family Residential District|First General Residential District|Second General Residential District|Residential Single-Family|Residential Single-Family|Residential Single-Family|Residential Single-Family|Residential Single-Family|Residential Multiple-Family|Residential Multiple-Family|Residential Multiple-Family|Residential Multiple-Family|Residential Multiple-Family|Residential Multiple-Family|Residential Multiple-Family|Residential Office|Residential Office|Ybor City Residential|Single Family Residential|Seminole Heights Single-Family Attached Residential|Residential Multi-Family|Residential Office|Residential Single-Family|Residential Duplex|Residential Townhouse|Neighborhood Residential District,"copy_zone(385, [13004, 13009, 13014, 13033, 13037, 13092, 13112, 13117, 13207, 13267, 13272, 13277, 13283, 13287, 13292, 13298, 13303, 13308, 13313, 13318, 13351, 13356, 13361, 13416, 13421, 13527, 13530, 13535, 13538, 13543, 13546, 13550, 13553, 13557, 13561, 13565, 13569, 13574, 13577, 13651, 13681, 13687, 13691, 13696, 13804, 13809, 13814, 13838], ""Residential"", ""Single-Family Residential"", None)"
Single,385,Delray Beach Zoning,resolved,R1-43|R1-9|R1-6|A|AA|R-1|SF-43|SF-13|SF-10|SF-7|SF|RS-150|RS-100|RS-75|RS-60|RS-50|SH-RS|SH-RS-A|RS,Single-Family Residential|Single-Family Residential|Single-Family Residential|Single-Family Residential District|Single-Family District|Single Family Residential|Estate Single-Family Residential District|Single-Family Residential District|Single-Family Residential District|Single-Family Residential District|Single-Family District|Residential Single-Family|Residential Single-Family|Residential Single-Family|Residential Single-Family|Residential Single-Family|Single Family Residential|Seminole Heights Single-Family Attached Residential|Residential Single-Family,"copy_zone(385, [13004, 13009, 13014, 13207, 13212, 13267, 13287, 13292, 13298, 13303, 13396, 13527, 13530, 13535, 13538, 13543, 13681, 13687, 13804], ""Single"", ""Single-Family Residential"", None)"
QPI,387,Jupiter Zoning,not_found_zone,,,"insert_zone(387, ""QPI"", ""QPI"")"
I3,387,Jupiter Zoning,resolved,I,Industrial,"copy_zone(387, [14359], ""I3"", ""Industrial"", None)"
PI,387,Jupiter Zoning,not_found_zone,,,"insert_zone(387, ""PI"", ""PI"")"
I4,387,Jupiter Zoning,resolved,I,Industrial,"copy_zone(387, [14359], ""I4"", ""Industrial"", None)"
C4,387,Jupiter Zoning,resolved,C,Commercial,"copy_zone(387, [14315], ""C4"", ""Commercial"", None)"
MC,387,Jupiter Zoning,not_found_zone,,,"insert_zone(387, ""MC"", ""MC"")"
CP,387,Jupiter Zoning,not_found_zone,,,"insert_zone(387, ""CP"", ""CP"")"
C1,387,Jupiter Zoning,resolved,C,Commercial,"copy_zone(387, [14315], ""C1"", ""Commercial"", None)"
MXD-OS,386,Greenacres Zoning,resolved,MX,Mixed Use,"copy_zone(386, [13596], ""MXD-OS"", ""Mixed Use"", None)"
MXD-R,386,Greenacres Zoning,resolved,MX|R,Mixed Use|Residential,"copy_zone(386, [13596, 13883], ""MXD-R"", ""Mixed Use"", None)"
RMH,386,Greenacres Zoning,not_found_zone,,,"insert_zone(386, ""RMH"", ""RMH"")"
I1,387,Jupiter Zoning,resolved,I,Industrial,"copy_zone(387, [14359], ""I1"", ""Industrial"", None)"
I2,387,Jupiter Zoning,resolved,I,Industrial,"copy_zone(387, [14359], ""I2"", ""Industrial"", None)"
NZ,387,Jupiter Zoning,not_found_zone,,,"insert_zone(387, ""NZ"", ""NZ"")"
C2,387,Jupiter Zoning,resolved,C,Commercial,"copy_zone(387, [14315], ""C2"", ""Commercial"", None)"
C3,387,Jupiter Zoning,resolved,C,Commercial,"copy_zone(387, [14315], ""C3"", ""Commercial"", None)"
HDR,390,Clearwater Zoning,not_found_location,,,
LMDR,390,Clearwater Zoning,not_found_location,,,
HDR-NCOD,390,Clearwater Zoning,not_found_location,,,
I,390,Clearwater Zoning,not_found_location,,,
LDR,390,Clearwater Zoning,not_found_location,,,
D,390,Clearwater Zoning,not_found_location,,,
C,390,Clearwater Zoning,not_found_location,,,
LDR-NCOD,390,Clearwater Zoning,not_found_location,,,
IRT,390,Clearwater Zoning,not_found_location,,,
I-NCOD,390,Clearwater Zoning,not_found_location,,,
LMDR-NCOD,390,Clearwater Zoning,not_found_location,,,
R1-A,387,Jupiter Zoning,resolved,R1,Single-Family Dwelling District,"copy_zone(387, [14267], ""R1-A"", ""Single-Family Dwelling District"", None)"
US-1/ICW,387,Jupiter Zoning,resolved,US1/ICW,U.S. One/Intracoastal Waterway,"copy_zone(387, [14924], ""US-1/ICW"", ""U.S. One/Intracoastal Waterway"", None)"
RR,387,Jupiter Zoning,resolved,R,Residential,"copy_zone(387, [14443], ""RR"", ""Residential"", None)"
R3,387,Jupiter Zoning,resolved,R,Residential,"copy_zone(387, [14443], ""R3"", ""Residential"", None)"
R2,387,Jupiter Zoning,resolved,R-2,Two-Family Dwelling Residential District,"copy_zone(387, [14325], ""R2"", ""Two-Family Dwelling Residential District"", None)"
OS/R,390,Clearwater Zoning,not_found_location,,,
O,390,Clearwater Zoning,not_found_location,,,
P,390,Clearwater Zoning,not_found_location,,,
MDR-NCOD,390,Clearwater Zoning,not_found_location,,,
MHDR,390,Clearwater Zoning,not_found_location,,,
T,390,Clearwater Zoning,not_found_location,,,
MHP,390,Clearwater Zoning,not_found_location,,,
MDR,390,Clearwater Zoning,not_found_location,,,
US,390,Clearwater Zoning,not_found_location,,,
MHDR-NCOD,390,Clearwater Zoning,not_found_location,,,
WATER,398,St. Petersburg Zoning,not_found_zone,,,"insert_zone(398, ""WATER"", ""WATER"")"
CRM,400,Tarpon Springs Zoning,not_found_zone,,,"insert_zone(400, ""CRM"", ""CRM"")"
County,398,St. Petersburg Zoning,not_found_zone,,,"insert_zone(398, ""County"", ""County"")"
HB,400,Tarpon Springs Zoning,resolved,H|B,Heavy Commercial|Business Districts,"copy_zone(400, [19569, 19464], ""HB"", ""Heavy Commercial"", None)"
GB,400,Tarpon Springs Zoning,resolved,G,Single-family Dwelling District G,"copy_zone(400, [19476], ""GB"", ""Single-family Dwelling District G"", None)"
NSE,398,St. Petersburg Zoning,resolved,NS,Neighborhood Service District,"copy_zone(398, [19757], ""NSE"", ""Neighborhood Service District"", None)"
WDI,400,Tarpon Springs Zoning,not_found_zone,,,"insert_zone(400, ""WDI"", ""WDI"")"
MHP,400,Tarpon Springs Zoning,resolved,MH,Manufactured Housing,"copy_zone(400, [19364], ""MHP"", ""Manufactured Housing"", None)"
NB,400,Tarpon Springs Zoning,resolved,NBOZ,Northlake Boulevard Overlay Zoning District,"copy_zone(400, [19769], ""NB"", ""Northlake Boulevard Overlay Zoning District"", None)"
IB,400,Tarpon Springs Zoning,resolved,I|B,Light Industrial|Business Districts,"copy_zone(400, [19379, 19464], ""IB"", ""Light Industrial"", None)"
SAP,400,Tarpon Springs Zoning,not_found_zone,,,"insert_zone(400, ""SAP"", ""SAP"")"
IH,400,Tarpon Springs Zoning,resolved,I,Light Industrial,"copy_zone(400, [19379], ""IH"", ""Light Industrial"", None)"
R-70A,400,Tarpon Springs Zoning,resolved,R,Residential Districts,"copy_zone(400, [19598], ""R-70A"", ""Residential Districts"", None)"
R-60,400,Tarpon Springs Zoning,resolved,R-6,One-Family Residence District -6,"copy_zone(400, [19403], ""R-60"", ""One-Family Residence District -6"", None)"
LC,400,Tarpon Springs Zoning,resolved,L,Light Commercial,"copy_zone(400, [19567], ""LC"", ""Light Commercial"", None)"
RV,400,Tarpon Springs Zoning,resolved,R,Residential Districts,"copy_zone(400, [19598], ""RV"", ""Residential Districts"", None)"
RM,400,Tarpon Springs Zoning,resolved,RMF3|RMF3A|RMF4|RMF3B|RMM,Multifamily Medium Density Residential Districts|Multifamily Medium Density Residential Districts|Multifamily Medium High Density Residential Districts|Multifamily Medium Density Residential Districts|Medium Density Multiple-family Residential,"copy_zone(400, [19607, 19610, 19613, 19658, 19799], ""RM"", ""Multifamily Medium Density Residential Districts"", None)"
IR,400,Tarpon Springs Zoning,resolved,I|R,Light Industrial|Residential Districts,"copy_zone(400, [19379, 19598], ""IR"", ""Light Industrial"", None)"
R-70,400,Tarpon Springs Zoning,resolved,R,Residential Districts,"copy_zone(400, [19598], ""R-70"", ""Residential Districts"", None)"
R-100A,400,Tarpon Springs Zoning,resolved,R|R-1,Residential Districts|Single-Family Residential,"copy_zone(400, [19598, 19388], ""R-100A"", ""Residential Districts"", None)"
R-100,400,Tarpon Springs Zoning,resolved,R-1,Single-Family Residential,"copy_zone(400, [19388], ""R-100"", ""Single-Family Residential"", None)"
RO,400,Tarpon Springs Zoning,resolved,R,Residential Districts,"copy_zone(400, [19598], ""RO"", ""Residential Districts"", None)"
WDI-A,400,Tarpon Springs Zoning,not_found_zone,,,"insert_zone(400, ""WDI-A"", ""WDI-A"")"
CG,402,Altamonte Springs Zoning,not_found_zone,,,"insert_zone(402, ""CG"", ""CG"")"
WDII,400,Tarpon Springs Zoning,not_found_zone,,,"insert_zone(400, ""WDII"", ""WDII"")"
MOC-3,402,Altamonte Springs Zoning,not_found_zone,,,"insert_zone(402, ""MOC-3"", ""MOC-3"")"
MOC-2(SP),402,Altamonte Springs Zoning,not_found_zone,,,"insert_zone(402, ""MOC-2(SP)"", ""MOC-2(SP)"")"
MOC-1,402,Altamonte Springs Zoning,not_found_zone,,,"insert_zone(402, ""MOC-1"", ""MOC-1"")"
COUNTY,402,Altamonte Springs Zoning,not_found_zone,,,"insert_zone(402, ""COUNTY"", ""COUNTY"")"
MOC-1(R),402,Altamonte Springs Zoning,not_found_zone,,,"insert_zone(402, ""MOC-1(R)"", ""MOC-1(R)"")"
CG(R),402,Altamonte Springs Zoning,not_found_zone,,,"insert_zone(402, ""CG(R)"", ""CG(R)"")"
MOC-3TDR-RP,402,Altamonte Springs Zoning,not_found_zone,,,"insert_zone(402, ""MOC-3TDR-RP"", ""MOC-3TDR-RP"")"
WDI-B,400,Tarpon Springs Zoning,not_found_zone,,,"insert_zone(400, ""WDI-B"", ""WDI-B"")"
MOC-2,402,Altamonte Springs Zoning,not_found_zone,,,"insert_zone(402, ""MOC-2"", ""MOC-2"")"
IN(SP),402,Altamonte Springs Zoning,not_found_zone,,,"insert_zone(402, ""IN(SP)"", ""IN(SP)"")"
IN,402,Altamonte Springs Zoning,resolved,I,Industrial,"copy_zone(402, [21881], ""IN"", ""Industrial"", None)"
CD,402,Altamonte Springs Zoning,not_found_zone,,,"insert_zone(402, ""CD"", ""CD"")"
MOC-1TDR-SP,402,Altamonte Springs Zoning,resolved,C-1,Retail Commercial,"copy_zone(402, [22202], ""MOC-1TDR-SP"", ""Retail Commercial"", None)"
MOR-2,402,Altamonte Springs Zoning,not_found_zone,,,"insert_zone(402, ""MOR-2"", ""MOR-2"")"
MOI-2,402,Altamonte Springs Zoning,not_found_zone,,,"insert_zone(402, ""MOI-2"", ""MOI-2"")"
PUD-MO,402,Altamonte Springs Zoning,resolved,PUD,Planned Unit Development,"copy_zone(402, [22471], ""PUD-MO"", ""Planned Unit Development"", None)"
MOC-3TDR-SP,402,Altamonte Springs Zoning,not_found_zone,,,"insert_zone(402, ""MOC-3TDR-SP"", ""MOC-3TDR-SP"")"
MOR-2(SP),402,Altamonte Springs Zoning,not_found_zone,,,"insert_zone(402, ""MOR-2(SP)"", ""MOR-2(SP)"")"
MOR-2(R),402,Altamonte Springs Zoning,not_found_zone,,,"insert_zone(402, ""MOR-2(R)"", ""MOR-2(R)"")"
MOR-1(R),402,Altamonte Springs Zoning,not_found_zone,,,"insert_zone(402, ""MOR-1(R)"", ""MOR-1(R)"")"
MOR-2TDR-RP,402,Altamonte Springs Zoning,not_found_zone,,,"insert_zone(402, ""MOR-2TDR-RP"", ""MOR-2TDR-RP"")"
MOR-3,402,Altamonte Springs Zoning,not_found_zone,,,"insert_zone(402, ""MOR-3"", ""MOR-3"")"
MOR-1(SP),402,Altamonte Springs Zoning,not_found_zone,,,"insert_zone(402, ""MOR-1(SP)"", ""MOR-1(SP)"")"
MOR-1,402,Altamonte Springs Zoning,not_found_zone,,,"insert_zone(402, ""MOR-1"", ""MOR-1"")"
PUD-RES,402,Altamonte Springs Zoning,resolved,PUD,Planned Unit Development,"copy_zone(402, [22471], ""PUD-RES"", ""Planned Unit Development"", None)"
PUD-MO(R),402,Altamonte Springs Zoning,resolved,PUD,Planned Unit Development,"copy_zone(402, [22471], ""PUD-MO(R)"", ""Planned Unit Development"", None)"
MOR-1(R)(SP),402,Altamonte Springs Zoning,resolved,R-1,Single Family Residential,"copy_zone(402, [21943], ""MOR-1(R)(SP)"", ""Single Family Residential"", None)"
MUD,402,Altamonte Springs Zoning,resolved,MU,Mixed Use District,"copy_zone(402, [22658], ""MUD"", ""Mixed Use District"", None)"
MOI-1,402,Altamonte Springs Zoning,not_found_zone,,,"insert_zone(402, ""MOI-1"", ""MOI-1"")"
SUP,413,Wylie Zoning,not_found_zone,,,"insert_zone(413, ""SUP"", ""SUP"")"
SF-10/24**,413,Wylie Zoning,resolved,SF-10/24,Single Family - 10 District,"copy_zone(413, [34065], ""SF-10/24**"", ""Single Family - 10 District"", None)"
BP,412,Prosper Zoning,not_found_zone,,,"insert_zone(412, ""BP"", ""BP"")"
MD,412,Prosper Zoning,not_found_zone,,,"insert_zone(412, ""MD"", ""MD"")"
BL,414,Addison Zoning,not_found_zone,,,"insert_zone(414, ""BL"", ""BL"")"
I-1,414,Addison Zoning,not_found_zone,,,"insert_zone(414, ""I-1"", ""I-1"")"
AG/30-SUP,413,Wylie Zoning,resolved,AG/30,Agricultural District,"copy_zone(413, [34062], ""AG/30-SUP"", ""Agricultural District"", None)"
I-2,414,Addison Zoning,not_found_zone,,,"insert_zone(414, ""I-2"", ""I-2"")"
C-1,414,Addison Zoning,not_found_zone,,,"insert_zone(414, ""C-1"", ""C-1"")"
MSD/CC-SUP,413,Wylie Zoning,resolved,CC,Commercial Corridor District,"copy_zone(413, [34074], ""MSD/CC-SUP"", ""Commercial Corridor District"", None)"
C-2,414,Addison Zoning,not_found_zone,,,"insert_zone(414, ""C-2"", ""C-2"")"
MSD,413,Wylie Zoning,not_found_zone,,,"insert_zone(413, ""MSD"", ""MSD"")"
SF,412,Prosper Zoning,resolved,SF-E|SF-22|SF-17.5|SF-15|SF-12.5|SF-10,Single Family-Estate|Single Family-22|Single Family-17.5|Single Family-15|Single Family-12.5|Single Family-10,"copy_zone(412, [33843, 33845, 33847, 33848, 33851, 33853], ""SF"", ""Single Family-Estate"", None)"
R-1AAA,402,Altamonte Springs Zoning,resolved,R-1|R-1A|R-1AA,Single Family Residential|Single Family Residential|Single Family Residential,"copy_zone(402, [21943, 22194, 22693], ""R-1AAA"", ""Single Family Residential"", None)"
M,412,Prosper Zoning,resolved,MF|MH,Multifamily|Mobile Home,"copy_zone(412, [33861, 33865], ""M"", ""Multifamily"", None)"
COR,412,Prosper Zoning,resolved,C|CC,Commercial|Commercial Corridor,"copy_zone(412, [33886, 33889], ""COR"", ""Commercial"", None)"
I-3,414,Addison Zoning,not_found_zone,,,"insert_zone(414, ""I-3"", ""I-3"")"
LR,414,Addison Zoning,not_found_zone,,,"insert_zone(414, ""LR"", ""LR"")"
OT-Sq,415,Cedar Hill Zoning,resolved,OT,Old Town,"copy_zone(415, [34323], ""OT-Sq"", ""Old Town"", None)"
HT,419,Mesquite Zoning,not_found_zone,,,"insert_zone(419, ""HT"", ""HT"")"
